33.98778,-118.18667
33.98806,-117.04306
33.98889,-118.08917
33.99944,-117.47528
34.00056,-118.15472
34.00111,-118.21111
34.00167,-117.82083
34.00778,-118.40083
34.01444,-118.11444
34.01778,-117.69000
34.017,-117.950
34.02194,-118.48139
34.03028,-117.04861
34.03056,-118.77861
34.03111,-117.31667
34.03250,-117.95528
34.033,-117.867
34.03,-118.75
34.04833,-117.25056
34.04889,-118.04833
34.04917,-118.13556
34.049199,-118.135561
34.05278,-117.62778
34.05472,-117.18250
34.05667,-117.91861
34.06083,-117.75583
34.06500,-117.32167
34.067,-118.083
34.07083,-117.69750
34.07306,-118.39944
34.07333,-118.02750
34.08194,-118.13500
34.08278,-117.97167
34.08778,-118.37222
34.09167,-117.87917
34.09417,-118.09833
34.0999,-117.6470
34.100,-117.300
34.100,-117.467
34.100,-117.650
34.10278,-117.81611
34.10278,-118.05806
34.11000,-117.71972
34.11139,-117.38250
34.11306,-118.15583
34.11444,-117.77139
34.117,-117.967
34.11833,-117.20250
34.12278,-118.11306
34.12333,-117.57944
34.1255,-117.2946
34.13056,-117.90694
34.13083,-117.85417
34.13278,-118.03639
34.133,-116.417
34.13833,-116.07250
34.13833,-118.66083
34.14028,-117.96167
34.140416,-117.961678
34.14194,-118.81944
34.14417,-118.00194
34.14944,-117.97444
34.15333,-118.76167
34.15611,-118.13194
34.16028,-119.19444
34.16472,-118.05083
34.16750,-118.66083
34.17083,-118.25000
34.18028,-118.32833
34.18944,-118.87500
34.19139,-119.18250
34.207721,-118.206979
34.233,-119.033
34.24139,-116.90333
34.27111,-118.73944
34.27500,-119.22778
34.28083,-118.87333
34.28722,-118.43889
34.35583,-119.06833
34.39917,-119.51639
34.40139,-118.91778
34.41278,-117.30611
34.41667,-118.50639
34.42583,-119.71417
34.44056,-119.81361
34.44917,-119.24667
34.517,-117.217
34.53611,-117.28833
34.57611,-117.43278
34.57944,-118.11667
34.58111,-118.10056
34.59389,-120.13972
34.61417,-120.19389
34.64611,-120.46028
34.683,-118.150
34.83833,-114.61111
34.900,-117.017
34.95139,-120.43333
34.96556,-120.57306
35.05889,-119.40083
35.12083,-120.58667
35.12083,-120.61944
35.12583,-117.98583
35.13222,-118.44889
35.14250,-119.45639
35.14833,-120.64806
35.1552532,-120.6723950
35.20917,-118.82833
35.27417,-120.66306
35.367,-119.017
35.37917,-120.85333
35.48417,-120.67250
35.50056,-119.27167
35.59417,-119.34083
35.62250,-117.67083
35.62667,-120.69000
35.64083,-120.65389
35.67806,-119.22917
35.75417,-119.28528
35.76889,-119.24694
36.00417,-120.12056
36.00417,-120.12889
36.06861,-119.02750
36.09806,-119.56028
36.13972,-120.36028
36.200,-119.083
36.20278,-120.10306
36.20667,-119.34250
36.21278,-121.12611
36.29417,-119.14278
36.30083,-119.78278
36.30111,-119.20750
36.317,-119.300
36.32083,-121.24389
36.32750,-119.64556
36.41639,-119.09944
36.42472,-121.32639
36.50667,-121.44444
36.51389,-119.55389
36.54500,-119.38917
36.55528,-121.92333
36.57083,-119.61194
36.59333,-121.83500
36.59639,-119.45028
36.600,-121.900
36.60667,-120.18917
36.61111,-121.84472
36.61167,-119.52694
36.61722,-121.84833
36.61778,-121.91667
36.61917,-121.92111
36.62444,-119.31361
36.633,-119.683
36.67778,-121.65556
36.68444,-121.80222
36.70806,-119.55583
36.72361,-120.06000
36.74778,-119.77250
36.750,-119.767
36.75361,-120.38167
36.82528,-119.70306
36.83389,-121.38611
36.84417,-121.53722
36.84722,-121.39833
36.85889,-120.45611
36.92000,-121.76361
36.96139,-120.06083
36.97194,-122.02639
36.97205,-122.026252
36.97639,-121.95472
36.983,-120.633
37.00167,-121.54083
37.01194,-121.58000
37.012048,-121.580080
37.05139,-122.01333
37.05833,-120.85000
37.117,-120.267
37.13056,-121.65444
37.23611,-121.96167
37.23806,-121.98944
37.238194,-121.989475
37.25778,-120.99889
37.272443,-122.019538
37.27250,-122.01944
37.28389,-121.95500
37.300,-120.483
37.31500,-121.02250
37.31750,-122.04194
37.333,-121.900
37.335278,-121.891944
37.34778,-120.60917
37.35444,-121.96917
37.3635,-118.3951
37.36806,-122.09750
37.3687667,-122.037056
37.37111,-122.03750
37.37139,-122.13750
37.37500,-122.21861
37.38222,-122.22778
37.38694,-120.72361
37.38944,-122.08194
37.42083,-122.25972
37.42194,-122.08444
37.42917,-122.13806
37.43472,-121.89500
37.44556,-122.16083
37.45417,-122.17861
37.458615,-122.200099
37.45861,-122.20000
37.458840,-122.436848
37.45889,-122.43694
37.46694,-122.13972
37.47306,-121.13278
37.48278,-122.23611
37.48722,-121.92917
37.49917,-122.26333
37.499187,-122.263278
37.50583,-120.84889
37.51806,-122.29167
37.52278,-121.97167
37.53306,-121.92028
37.533,-122.033
37.54833,-121.98861
37.55139,-122.26639
37.55417,-121.99917
37.55417,-122.31306
37.560199,-122.356277
37.56028,-122.35639
37.57639,-121.97139
37.57889,-121.97778
37.58333,-122.36361
37.59222,-122.04583
37.596667,-122.0811
37.60083,-122.40139
37.60139,-120.95722
37.60306,-120.86694
37.62278,-122.48556
37.623,-122.442
37.625288,-122.425266
37.62528,-122.42528
37.64500,-120.76750
37.64861,-118.97194
37.65611,-122.42556
37.66139,-120.99444
37.66250,-121.87472
37.66889,-122.08083
37.67250,-121.88250
37.67889,-122.45556
37.68083,-122.41917
37.68194,-121.76806
37.68639,-122.46833
37.70222,-121.93583
37.72500,-122.15611
37.73139,-120.94361
37.73806,-121.43389
37.74056,-121.12833
37.7405,-121.1282
37.75611,-122.27444
37.76917,-120.85694
37.78000,-121.97806
37.7917,-120.9917
37.80278,-121.22083
37.80444,-122.27083
37.805302,-122.272539
37.81694,-121.28861
37.817,-122.233
37.82167,-122.00000
37.821994,-122.231405
37.83139,-122.28528
37.83500,-122.12972
37.85917,-122.48528
37.87167,-122.27278
37.87167,-122.27472
37.87278,-122.46444
37.87361,-122.45667
37.8786,-122.2241
37.88278,-122.17972
37.88583,-122.11806
37.88694,-122.29778
37.90611,-122.54500
37.90639,-122.06500
37.91583,-122.31167
37.92556,-122.52750
37.93194,-121.69583
37.93417,-122.53528
37.93583,-122.34778
37.94111,-121.93583
37.94806,-122.05250
37.96222,-122.34556
37.96250,-122.55500
37.97361,-122.53111
37.97472,-122.56167
37.97556,-121.30083
37.97806,-122.03111
37.984361,-120.381767
37.98444,-120.38167
37.98722,-122.58889
37.99750,-121.71250
38.00444,-122.29111
38.00500,-121.80583
38.01722,-122.28861
38.01944,-122.13417
38.02806,-121.88472
38.06333,-122.15611
38.06833,-120.53972
38.10750,-122.56972
38.11306,-122.23583
38.12889,-121.28083
38.16194,-121.60917
38.16389,-121.69583
38.16806,-122.25250
38.24500,-122.01694
38.24583,-122.63139
38.25778,-122.05417
38.26083,-121.30306
38.260842,-121.303122
38.28889,-122.45889
38.30472,-122.29889
38.32778,-122.70917
38.34325,-122.74166
38.34722,-122.69528
38.34889,-120.77417
38.35278,-120.93278
38.35389,-121.97278
38.39306,-120.80250
38.39917,-122.82694
38.40306,-122.36222
38.41944,-120.82417
38.43833,-121.38194
38.448611,-122.704722
38.44861,-122.70472
38.449108,-121.826872
38.44917,-121.82694
38.48194,-120.84472
38.50278,-122.46972
38.50528,-122.47028
38.52500,-121.97083
38.54611,-122.80528
38.55389,-121.73806
38.55556,-121.46889
38.56722,-121.88667
38.58056,-121.53028
38.58139,-122.58278
38.58500,-121.29722
38.58917,-121.30278
38.61750,-122.86639
38.672127,-121.157838
38.67222,-121.15778
38.67861,-121.77333
38.700,-121.283
38.72972,-120.79861
38.752434,-121.289338
38.75250,-121.28944
38.79917,-123.01722
38.80000,-121.24667
38.800011,-121.246731
38.81639,-121.19278
38.88722,-121.29611
38.89861,-121.07444
38.898671,-121.074399
38.90889,-123.69306
38.94000,-119.97694
38.95833,-122.62639
39.01000,-121.42306
39.04306,-122.91583
39.09722,-120.95389
39.13472,-121.62611
39.14583,-121.59139
39.15028,-123.20778
39.150,-121.583
39.15472,-122.14944
39.21444,-122.00944
39.21917,-121.05833
39.26139,-121.01861
39.261435,-121.018602
39.27444,-121.66194
39.27583,-121.66000
39.34222,-120.20361
39.36389,-121.69361
39.36750,-121.68944
39.40972,-123.35556
39.41389,-121.71028
39.44583,-123.80528
39.48861,-121.48861
39.50222,-121.50444
39.517,-121.550
39.52444,-122.19361
39.67667,-120.24306
39.71056,-121.61639
39.74000,-121.83556
39.74250,-121.85000
39.74750,-122.19639
39.75694,-121.57111
39.75972,-121.62139
39.810151,-120.469843
39.81028,-120.46972
39.92611,-122.18056
40.02444,-122.12389
40.17667,-122.23806
40.41639,-120.65306
40.452092,-122.296560
40.45222,-122.29667
40.49917,-124.10639
40.57667,-122.37028
40.5767,-124.2633
40.583,-122.367
40.59806,-124.15722
40.67806,-122.37000
40.79000,-124.16278
40.80194,-124.16361
40.86639,-124.08278
40.88278,-123.98389
41.05917,-124.14306
41.22167,-122.27306
41.31444,-122.31139
41.42417,-122.38444
41.45722,-122.89694
41.48722,-120.54250
41.59611,-122.84194
41.60722,-122.84194
41.72667,-122.63750
41.72722,-122.52639
41.75583,-124.20167
41.95417,-121.47583
41.96500,-121.91889
