32.57833,-117.11722
32.62778,-117.04806
32.67083,-117.09278
32.67806,-117.09917
32.67806,-117.17250
32.67889,-115.49889
32.73333,-117.03361
32.74139,-117.03167
32.77139,-117.02278
32.79194,-115.56306
32.79833,-116.96000
32.81111,-115.38028
32.84750,-115.56944
32.86972,-116.97111
32.95500,-117.26389
32.97000,-117.03861
32.97861,-115.53028
32.99528,-117.26028
33.03722,-115.62139
33.04444,-117.27167
33.12194,-117.29694
33.12472,-117.08083
33.12556,-115.51417
33.14194,-117.17028
33.19361,-117.24111
33.21167,-117.32583
33.34083,-118.32778
33.43778,-117.62028
33.46722,-117.69806
33.49944,-117.66167
33.50333,-117.12361
33.53139,-117.76917
33.53194,-117.70250
33.5422479,-117.2219790
33.56944,-117.20250
33.57500,-117.72556
33.59972,-117.69944
33.60361,-117.27278
33.6058569,-117.2758704
33.60750,-117.26028
33.60917,-117.73278
33.61028,-114.59639
33.61278,-117.65611
33.61667,-117.89750
33.6308572,-114.6007904
33.64139,-117.59444
33.64167,-117.69083
33.66500,-117.91222
33.67528,-116.29750
33.67833,-117.16694
33.67944,-116.17444
33.679522,-116.174488
33.68139,-117.34528
33.68417,-117.25556
33.68417,-117.79250
33.69278,-118.00028
33.6944652,-117.3414289
33.708618,-117.956295
33.70861,-117.95639
33.71583,-116.34111
33.72000,-116.23194
33.72556,-116.36944
33.739618,-117.813533
33.73972,-117.81361
33.74083,-117.88139
33.74194,-116.98306
33.75139,-117.99389
33.75833,-118.36417
33.75917,-118.08250
33.75944,-118.34167
33.7594644,-116.9608571
33.76833,-118.19556
33.76917,-116.42111
33.77361,-118.36083
33.77889,-117.96028
33.78694,-118.39667
33.78722,-116.96667
33.79333,-118.31611
33.79472,-117.22361
33.796576,-117.224382
33.79667,-117.22444
33.79935,-118.16558
33.80222,-118.06444
33.80250,-117.99444
33.80306,-117.83250
33.80778,-116.46472
33.81611,-117.81111
33.81833,-118.03917
33.82389,-116.53028
33.82861,-118.07361
33.83472,-118.34139
33.83611,-117.88972
33.836165,-117.889769
33.83972,-118.25972
33.84750,-118.12000
33.84944,-118.04389
33.85611,-118.00417
33.85639,-118.37694
33.86639,-118.39972
33.86722,-118.08056
33.867,-117.567
33.86833,-118.06750
33.8691826,-117.5464378
33.88000,-117.92861
33.88250,-117.85500
33.88667,-118.35361
33.88806,-118.12750
33.888165,-118.127604
33.888551,-117.813231
33.88889,-118.40528
33.89361,-118.30778
33.89667,-118.22500
33.90000,-118.16667
33.90222,-118.00972
33.90694,-118.08333
33.917214,-118.348607
33.91722,-118.34861
33.92139,-118.40611
33.92333,-117.88889
33.92417,-116.97361
33.92472,-118.20194
33.92722,-117.56139
33.93167,-116.89750
33.93194,-117.94611
33.937443,-118.067155
33.93750,-118.06722
33.93806,-118.13083
33.94306,-117.22833
33.9436270,-116.9808594
33.94417,-118.19500
33.9461263,-116.8786326
33.9471,-118.1182
33.94806,-117.39611
33.95278,-117.37889
33.95750,-118.34611
33.96111,-116.50806
33.96306,-117.56389
33.96389,-117.95278
33.96417,-118.18250
33.964214,-118.182575
33.96556,-118.02444
33.96806,-118.15611
33.975267,-117.723054
33.97528,-117.72306
33.983,-118.183
33.983,-118.217
